,id,topic_id,timestamp,data
145,146,1,1643988697899526696,"rcl_interfaces.msg.Log(stamp=builtin_interfaces.msg.Time(sec=1643988697, nanosec=898663540), level=20, name='dc_motor', msg=""Publishing current: '9.764968'"", file='/home/matheuswagner/repos/adaptive-cubesat-adcs/cubesat-simulation/src/cubesat_gazebo/plugins/dc_motor_plugin/src/dc_motor_plugin.cc', function='Publish', line=71)"
146,147,4,1643988697899690656,std_msgs.msg.Float32(data=447.6995849609375)
147,148,5,1643988697899808190,std_msgs.msg.Float32(data=9.764967918395996)
148,149,6,1643988697959954949,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=6, nanosec=778000000))"
149,150,6,1643988698060324054,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=6, nanosec=787900000))"
150,151,1,1643988698094209288,"rcl_interfaces.msg.Log(stamp=builtin_interfaces.msg.Time(sec=1643988698, nanosec=93338197), level=20, name='minimal_publisher', msg=""Publishing: '100'"", file='/home/matheuswagner/repos/adaptive-cubesat-adcs/cubesat-simulation/src/cubesat_controller/src/controller.cpp', function='timer_callback', line=38)"
151,152,3,1643988698094597024,std_msgs.msg.Int32(data=100)
152,153,6,1643988698160723895,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=6, nanosec=797800000))"
153,154,6,1643988698260634537,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=6, nanosec=807600000))"
154,155,6,1643988698361552667,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=6, nanosec=817500000))"
155,156,6,1643988698461225503,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=6, nanosec=827400000))"
156,157,6,1643988698561880428,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=6, nanosec=837500000))"
157,158,6,1643988698662259861,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=6, nanosec=847500000))"
158,159,6,1643988698762749863,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=6, nanosec=857500000))"
159,160,6,1643988698862639682,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=6, nanosec=867400000))"
160,161,1,1643988698898938638,"rcl_interfaces.msg.Log(stamp=builtin_interfaces.msg.Time(sec=1643988698, nanosec=898469722), level=20, name='dc_motor', msg=""Publishing velocity: '522.393799'"", file='/home/matheuswagner/repos/adaptive-cubesat-adcs/cubesat-simulation/src/cubesat_gazebo/plugins/dc_motor_plugin/src/dc_motor_plugin.cc', function='Publish', line=67)"
161,162,1,1643988698899251241,"rcl_interfaces.msg.Log(stamp=builtin_interfaces.msg.Time(sec=1643988698, nanosec=898588840), level=20, name='dc_motor', msg=""Publishing current: '9.390991'"", file='/home/matheuswagner/repos/adaptive-cubesat-adcs/cubesat-simulation/src/cubesat_gazebo/plugins/dc_motor_plugin/src/dc_motor_plugin.cc', function='Publish', line=71)"
162,163,4,1643988698899426943,std_msgs.msg.Float32(data=522.393798828125)
163,164,5,1643988698899586778,std_msgs.msg.Float32(data=9.3909912109375)
164,165,6,1643988698963070955,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=6, nanosec=877400000))"
165,166,6,1643988699063737705,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=6, nanosec=887600000))"
166,167,1,1643988699093631673,"rcl_interfaces.msg.Log(stamp=builtin_interfaces.msg.Time(sec=1643988699, nanosec=93260046), level=20, name='minimal_publisher', msg=""Publishing: '100'"", file='/home/matheuswagner/repos/adaptive-cubesat-adcs/cubesat-simulation/src/cubesat_controller/src/controller.cpp', function='timer_callback', line=38)"
167,168,3,1643988699093755741,std_msgs.msg.Int32(data=100)
168,169,6,1643988699164901232,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=6, nanosec=897400000))"
169,170,6,1643988699265192210,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=6, nanosec=907400000))"
170,171,6,1643988699366137361,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=6, nanosec=917400000))"
171,172,6,1643988699466377222,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=6, nanosec=927300000))"
172,173,6,1643988699566824714,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=6, nanosec=937300000))"
173,174,6,1643988699667401535,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=6, nanosec=947400000))"
174,175,6,1643988699768126101,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=6, nanosec=957400000))"
175,176,6,1643988699868639430,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=6, nanosec=967300000))"
176,177,1,1643988699899295055,"rcl_interfaces.msg.Log(stamp=builtin_interfaces.msg.Time(sec=1643988699, nanosec=898501086), level=20, name='dc_motor', msg=""Publishing velocity: '594.527100'"", file='/home/matheuswagner/repos/adaptive-cubesat-adcs/cubesat-simulation/src/cubesat_gazebo/plugins/dc_motor_plugin/src/dc_motor_plugin.cc', function='Publish', line=67)"
177,178,4,1643988699900268756,std_msgs.msg.Float32(data=594.527099609375)
178,179,5,1643988699900447858,std_msgs.msg.Float32(data=9.03021240234375)
179,180,1,1643988699900608872,"rcl_interfaces.msg.Log(stamp=builtin_interfaces.msg.Time(sec=1643988699, nanosec=898713523), level=20, name='dc_motor', msg=""Publishing current: '9.030212'"", file='/home/matheuswagner/repos/adaptive-cubesat-adcs/cubesat-simulation/src/cubesat_gazebo/plugins/dc_motor_plugin/src/dc_motor_plugin.cc', function='Publish', line=71)"
180,181,6,1643988699968840417,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=6, nanosec=977400000))"
181,182,6,1643988700068996739,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=6, nanosec=987500000))"
182,183,1,1643988700094017242,"rcl_interfaces.msg.Log(stamp=builtin_interfaces.msg.Time(sec=1643988700, nanosec=93330717), level=20, name='minimal_publisher', msg=""Publishing: '100'"", file='/home/matheuswagner/repos/adaptive-cubesat-adcs/cubesat-simulation/src/cubesat_controller/src/controller.cpp', function='timer_callback', line=38)"
183,184,3,1643988700094371443,std_msgs.msg.Int32(data=100)
184,185,6,1643988700169277535,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=6, nanosec=997300000))"
185,186,6,1643988700270390569,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=7, nanosec=7400000))"
186,187,6,1643988700370994170,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=7, nanosec=17300000))"
187,188,6,1643988700471967531,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=7, nanosec=27300000))"
188,189,6,1643988700571845965,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=7, nanosec=37300000))"
189,190,6,1643988700672383821,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=7, nanosec=47100000))"
190,191,6,1643988700772589125,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=7, nanosec=57100000))"
191,192,6,1643988700873347931,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=7, nanosec=67200000))"
192,193,1,1643988700899162749,"rcl_interfaces.msg.Log(stamp=builtin_interfaces.msg.Time(sec=1643988700, nanosec=898521474), level=20, name='dc_motor', msg=""Publishing velocity: '663.872314'"", file='/home/matheuswagner/repos/adaptive-cubesat-adcs/cubesat-simulation/src/cubesat_gazebo/plugins/dc_motor_plugin/src/dc_motor_plugin.cc', function='Publish', line=67)"
193,194,1,1643988700899611109,"rcl_interfaces.msg.Log(stamp=builtin_interfaces.msg.Time(sec=1643988700, nanosec=898708558), level=20, name='dc_motor', msg=""Publishing current: '8.683719'"", file='/home/matheuswagner/repos/adaptive-cubesat-adcs/cubesat-simulation/src/cubesat_gazebo/plugins/dc_motor_plugin/src/dc_motor_plugin.cc', function='Publish', line=71)"
194,195,4,1643988700899827200,std_msgs.msg.Float32(data=663.872314453125)
195,196,5,1643988700900048431,std_msgs.msg.Float32(data=8.68371868133545)
196,197,6,1643988700973905609,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=7, nanosec=77300000))"
197,198,6,1643988701074800158,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=7, nanosec=87200000))"
198,199,1,1643988701094068035,"rcl_interfaces.msg.Log(stamp=builtin_interfaces.msg.Time(sec=1643988701, nanosec=93455780), level=20, name='minimal_publisher', msg=""Publishing: '100'"", file='/home/matheuswagner/repos/adaptive-cubesat-adcs/cubesat-simulation/src/cubesat_controller/src/controller.cpp', function='timer_callback', line=38)"
199,200,3,1643988701094496194,std_msgs.msg.Int32(data=100)
200,201,6,1643988701175379459,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=7, nanosec=97200000))"
201,202,6,1643988701276229492,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=7, nanosec=107100000))"
202,203,6,1643988701376023829,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=7, nanosec=117100000))"
203,204,6,1643988701476526777,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=7, nanosec=127300000))"
204,205,6,1643988701577130554,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=7, nanosec=137200000))"
205,206,6,1643988701676821507,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=7, nanosec=147300000))"
206,207,6,1643988701777138940,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=7, nanosec=157200000))"
207,208,6,1643988701877523808,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=7, nanosec=166900000))"
208,209,1,1643988701899867021,"rcl_interfaces.msg.Log(stamp=builtin_interfaces.msg.Time(sec=1643988701, nanosec=898898287), level=20, name='dc_motor', msg=""Publishing velocity: '730.454285'"", file='/home/matheuswagner/repos/adaptive-cubesat-adcs/cubesat-simulation/src/cubesat_gazebo/plugins/dc_motor_plugin/src/dc_motor_plugin.cc', function='Publish', line=67)"
209,210,4,1643988701900333949,std_msgs.msg.Float32(data=730.4542846679688)
210,211,1,1643988701900525386,"rcl_interfaces.msg.Log(stamp=builtin_interfaces.msg.Time(sec=1643988701, nanosec=899181361), level=20, name='dc_motor', msg=""Publishing current: '8.350361'"", file='/home/matheuswagner/repos/adaptive-cubesat-adcs/cubesat-simulation/src/cubesat_gazebo/plugins/dc_motor_plugin/src/dc_motor_plugin.cc', function='Publish', line=71)"
211,212,5,1643988701900721572,std_msgs.msg.Float32(data=8.350360870361328)
212,213,6,1643988701977504936,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=7, nanosec=176700000))"
213,214,6,1643988702078439469,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=7, nanosec=186700000))"
214,215,1,1643988702095188865,"rcl_interfaces.msg.Log(stamp=builtin_interfaces.msg.Time(sec=1643988702, nanosec=93354703), level=20, name='minimal_publisher', msg=""Publishing: '100'"", file='/home/matheuswagner/repos/adaptive-cubesat-adcs/cubesat-simulation/src/cubesat_controller/src/controller.cpp', function='timer_callback', line=38)"
215,216,3,1643988702095874694,std_msgs.msg.Int32(data=100)
216,217,6,1643988702178159399,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=7, nanosec=196900000))"
217,218,6,1643988702278652019,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=7, nanosec=207100000))"
218,219,6,1643988702378928822,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=7, nanosec=217200000))"
219,220,6,1643988702479076440,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=7, nanosec=227200000))"
220,221,6,1643988702579428216,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=7, nanosec=237200000))"
221,222,6,1643988702679614239,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=7, nanosec=247200000))"
222,223,6,1643988702779883990,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=7, nanosec=257200000))"
223,224,6,1643988702880467703,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=7, nanosec=267300000))"
224,225,1,1643988702898670883,"rcl_interfaces.msg.Log(stamp=builtin_interfaces.msg.Time(sec=1643988702, nanosec=898498844), level=20, name='dc_motor', msg=""Publishing velocity: '794.954529'"", file='/home/matheuswagner/repos/adaptive-cubesat-adcs/cubesat-simulation/src/cubesat_gazebo/plugins/dc_motor_plugin/src/dc_motor_plugin.cc', function='Publish', line=67)"
225,226,4,1643988702898776654,std_msgs.msg.Float32(data=794.9545288085938)
226,227,5,1643988702898804911,std_msgs.msg.Float32(data=8.028069496154785)
227,228,1,1643988702898839823,"rcl_interfaces.msg.Log(stamp=builtin_interfaces.msg.Time(sec=1643988702, nanosec=898540913), level=20, name='dc_motor', msg=""Publishing current: '8.028069'"", file='/home/matheuswagner/repos/adaptive-cubesat-adcs/cubesat-simulation/src/cubesat_gazebo/plugins/dc_motor_plugin/src/dc_motor_plugin.cc', function='Publish', line=71)"
228,229,6,1643988702980992907,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=7, nanosec=277300000))"
229,230,6,1643988703081271719,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=7, nanosec=287200000))"
230,231,1,1643988703093515679,"rcl_interfaces.msg.Log(stamp=builtin_interfaces.msg.Time(sec=1643988703, nanosec=93303306), level=20, name='minimal_publisher', msg=""Publishing: '100'"", file='/home/matheuswagner/repos/adaptive-cubesat-adcs/cubesat-simulation/src/cubesat_controller/src/controller.cpp', function='timer_callback', line=38)"
231,232,3,1643988703093633002,std_msgs.msg.Int32(data=100)
232,233,6,1643988703181338767,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=7, nanosec=297200000))"
233,234,6,1643988703281916885,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=7, nanosec=307300000))"
234,235,6,1643988703382037030,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=7, nanosec=317300000))"
235,236,6,1643988703482473296,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=7, nanosec=327300000))"
236,237,6,1643988703583337079,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=7, nanosec=337100000))"
237,238,6,1643988703683933159,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=7, nanosec=347200000))"
238,239,6,1643988703784613480,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=7, nanosec=357200000))"
239,240,6,1643988703884915360,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=7, nanosec=367100000))"
240,241,1,1643988703899511695,"rcl_interfaces.msg.Log(stamp=builtin_interfaces.msg.Time(sec=1643988703, nanosec=898901480), level=20, name='dc_motor', msg=""Publishing velocity: '856.491577'"", file='/home/matheuswagner/repos/adaptive-cubesat-adcs/cubesat-simulation/src/cubesat_gazebo/plugins/dc_motor_plugin/src/dc_motor_plugin.cc', function='Publish', line=67)"
241,242,1,1643988703899885829,"rcl_interfaces.msg.Log(stamp=builtin_interfaces.msg.Time(sec=1643988703, nanosec=899033139), level=20, name='dc_motor', msg=""Publishing current: '7.720274'"", file='/home/matheuswagner/repos/adaptive-cubesat-adcs/cubesat-simulation/src/cubesat_gazebo/plugins/dc_motor_plugin/src/dc_motor_plugin.cc', function='Publish', line=71)"
242,243,4,1643988703900106914,std_msgs.msg.Float32(data=856.4915771484375)
243,244,5,1643988703900283010,std_msgs.msg.Float32(data=7.720274448394775)
244,245,6,1643988703985367273,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=7, nanosec=377100000))"
245,246,6,1643988704085753782,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=7, nanosec=387000000))"
246,247,1,1643988704093684120,"rcl_interfaces.msg.Log(stamp=builtin_interfaces.msg.Time(sec=1643988704, nanosec=93355599), level=20, name='minimal_publisher', msg=""Publishing: '100'"", file='/home/matheuswagner/repos/adaptive-cubesat-adcs/cubesat-simulation/src/cubesat_controller/src/controller.cpp', function='timer_callback', line=38)"
247,248,3,1643988704093809069,std_msgs.msg.Int32(data=100)
248,249,6,1643988704186188957,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=7, nanosec=397000000))"
249,250,6,1643988704286855516,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=7, nanosec=406900000))"
250,251,6,1643988704387360326,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=7, nanosec=417000000))"
251,252,6,1643988704487964224,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=7, nanosec=426900000))"
252,253,6,1643988704588948566,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=7, nanosec=436900000))"
253,254,6,1643988704689687596,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=7, nanosec=446900000))"
254,255,6,1643988704789911235,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=7, nanosec=456900000))"
255,256,6,1643988704891044996,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=7, nanosec=466800000))"
256,257,1,1643988704899163198,"rcl_interfaces.msg.Log(stamp=builtin_interfaces.msg.Time(sec=1643988704, nanosec=898700079), level=20, name='dc_motor', msg=""Publishing velocity: '915.403137'"", file='/home/matheuswagner/repos/adaptive-cubesat-adcs/cubesat-simulation/src/cubesat_gazebo/plugins/dc_motor_plugin/src/dc_motor_plugin.cc', function='Publish', line=67)"
257,258,1,1643988704899528421,"rcl_interfaces.msg.Log(stamp=builtin_interfaces.msg.Time(sec=1643988704, nanosec=898834779), level=20, name='dc_motor', msg=""Publishing current: '7.425606'"", file='/home/matheuswagner/repos/adaptive-cubesat-adcs/cubesat-simulation/src/cubesat_gazebo/plugins/dc_motor_plugin/src/dc_motor_plugin.cc', function='Publish', line=71)"
258,259,4,1643988704899727093,std_msgs.msg.Float32(data=915.4031372070312)
259,260,5,1643988704899926581,std_msgs.msg.Float32(data=7.4256062507629395)
260,261,6,1643988704991643279,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=7, nanosec=476900000))"
261,262,6,1643988705092509587,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=7, nanosec=486800000))"
262,263,1,1643988705093976318,"rcl_interfaces.msg.Log(stamp=builtin_interfaces.msg.Time(sec=1643988705, nanosec=93408772), level=20, name='minimal_publisher', msg=""Publishing: '100'"", file='/home/matheuswagner/repos/adaptive-cubesat-adcs/cubesat-simulation/src/cubesat_controller/src/controller.cpp', function='timer_callback', line=38)"
263,264,3,1643988705094267260,std_msgs.msg.Int32(data=100)
264,265,6,1643988705192983058,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=7, nanosec=496800000))"
265,266,6,1643988705293056052,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=7, nanosec=506800000))"
266,267,6,1643988705393691397,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=7, nanosec=516900000))"
267,268,6,1643988705495000945,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=7, nanosec=526900000))"
268,269,6,1643988705595646867,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=7, nanosec=536800000))"
269,270,6,1643988705696785371,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=7, nanosec=546800000))"
270,271,6,1643988705796841914,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=7, nanosec=556700000))"
271,272,6,1643988705897216767,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=7, nanosec=566700000))"
272,273,1,1643988705899272988,"rcl_interfaces.msg.Log(stamp=builtin_interfaces.msg.Time(sec=1643988705, nanosec=898674558), level=20, name='dc_motor', msg=""Publishing velocity: '972.133240'"", file='/home/matheuswagner/repos/adaptive-cubesat-adcs/cubesat-simulation/src/cubesat_gazebo/plugins/dc_motor_plugin/src/dc_motor_plugin.cc', function='Publish', line=67)"
273,274,1,1643988705899666021,"rcl_interfaces.msg.Log(stamp=builtin_interfaces.msg.Time(sec=1643988705, nanosec=898799047), level=20, name='dc_motor', msg=""Publishing current: '7.141860'"", file='/home/matheuswagner/repos/adaptive-cubesat-adcs/cubesat-simulation/src/cubesat_gazebo/plugins/dc_motor_plugin/src/dc_motor_plugin.cc', function='Publish', line=71)"
274,275,4,1643988705899785550,std_msgs.msg.Float32(data=972.1332397460938)
275,276,5,1643988705899874515,std_msgs.msg.Float32(data=7.141860485076904)
276,277,6,1643988705997804565,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=7, nanosec=577000000))"
277,278,1,1643988706094074799,"rcl_interfaces.msg.Log(stamp=builtin_interfaces.msg.Time(sec=1643988706, nanosec=93499517), level=20, name='minimal_publisher', msg=""Publishing: '100'"", file='/home/matheuswagner/repos/adaptive-cubesat-adcs/cubesat-simulation/src/cubesat_controller/src/controller.cpp', function='timer_callback', line=38)"
278,279,3,1643988706094349304,std_msgs.msg.Int32(data=100)
279,280,6,1643988706099185841,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=7, nanosec=586800000))"
280,281,6,1643988706199657757,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=7, nanosec=596700000))"
281,282,6,1643988706300048332,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=7, nanosec=606900000))"
282,283,6,1643988706400701458,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=7, nanosec=616800000))"
283,284,6,1643988706501524959,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=7, nanosec=626800000))"
284,285,6,1643988706601379251,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=7, nanosec=636700000))"
285,286,6,1643988706702185690,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=7, nanosec=646900000))"
286,287,6,1643988706802846769,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=7, nanosec=656800000))"
287,288,1,1643988706899260798,"rcl_interfaces.msg.Log(stamp=builtin_interfaces.msg.Time(sec=1643988706, nanosec=898713221), level=20, name='dc_motor', msg=""Publishing velocity: '1026.888672'"", file='/home/matheuswagner/repos/adaptive-cubesat-adcs/cubesat-simulation/src/cubesat_gazebo/plugins/dc_motor_plugin/src/dc_motor_plugin.cc', function='Publish', line=67)"
288,289,1,1643988706899538737,"rcl_interfaces.msg.Log(stamp=builtin_interfaces.msg.Time(sec=1643988706, nanosec=898871710), level=20, name='dc_motor', msg=""Publishing current: '6.867988'"", file='/home/matheuswagner/repos/adaptive-cubesat-adcs/cubesat-simulation/src/cubesat_gazebo/plugins/dc_motor_plugin/src/dc_motor_plugin.cc', function='Publish', line=71)"
289,290,4,1643988706899731987,std_msgs.msg.Float32(data=1026.888671875)
290,291,5,1643988706899851956,std_msgs.msg.Float32(data=6.867988109588623)
291,292,6,1643988706902879059,"rosgraph_msgs.msg.Clock(clock=builtin_interfaces.msg.Time(sec=7, nanosec=666700000))"
