velocityx,velocityy,velocityz, attitudew,attitudex,attitudey,attitudez,error attitudew,error attitudex,error attitudey,error attitudez, filtered velocityx,filtered velocityy,filtered velocityz, filtered attitudew,filtered attitudex,filtered attitudey,filtered attitudez, sliding variablex,sliding variabley, sliding variablez, control signalx,control signaly,control signalz 
-0.00928411,0.00116746,0.00698934,0.999916,-6.07728e-05,0.0064141,-0.0112334,-0.643256,0.166039,-0.738865,-0.112833,-0.0109117,0.00249204,0.00669307,1,7.49182e-06,3.51705e-05,7.36882e-05,-4.99208,22.1684,3.39169,-1.06869e-05,3.54716e-06,8.90371e-06
0.0121364,0.000293463,-0.015313,0.999702,-0.017159,0.0173376,0.000258919,-0.643248,0.166045,-0.738869,-0.112844,0.0140404,0.000111986,-0.0171311,1,-5.19808e-06,4.32373e-05,7.74767e-05,-4.96731,22.1662,3.36818,1.38844e-05,1.40911e-06,-1.48068e-05
-0.00258348,-0.0242359,0.00352318,0.999925,0.00791978,-0.0018026,0.00918879,-0.643251,0.166043,-0.738869,-0.112832,-0.0039569,-0.0262481,0.00522952,1,5.65926e-06,4.2586e-05,7.14817e-05,-4.98523,22.1398,3.39019,-3.78712e-06,-2.49705e-05,7.37397e-06
-0.00529292,-0.00560311,0.00842888,0.999599,-0.0117057,0.0174815,0.0189503,-0.643254,0.166038,-0.738865,-0.112845,-0.00540358,-0.00389749,0.00869375,1,-1.06015e-06,3.4741e-05,8.16734e-05,-4.98656,22.162,3.39404,-5.43539e-06,-2.85526e-06,1.1144e-05
-0.0121794,-0.000196768,-0.0116262,0.999972,0.00515491,0.00513314,0.00195298,-0.643254,0.166035,-0.738866,-0.112849,-0.0127398,0.000109052,-0.0133057,1,-2.07153e-06,3.45445e-05,8.72233e-05,-4.99379,22.1661,3.37217,-1.28019e-05,1.14539e-06,-1.0689e-05
-0.0073285,0.0024045,0.00481465,0.999726,-0.0103601,0.00194992,0.0209119,-0.643251,0.166042,-0.738865,-0.112858,-0.00688169,0.00259433,0.00631262,1,-1.3143e-05,3.53448e-05,8.7869e-05,-4.98813,22.1685,3.39204,-7.27598e-06,3.65467e-06,8.9487e-06
-0.00763965,0.00112865,-0.00945994,0.999997,0.00207189,0.000886755,-0.000152682,-0.643249,0.166041,-0.738866,-0.112862,-0.00770264,0.00100759,-0.0107639,1,-1.61603e-05,3.71142e-05,9.12816e-05,-4.98894,22.167,3.37509,-8.18745e-06,2.12102e-06,-8.02545e-06
0.000898963,0.0034855,-0.00977779,0.999636,0.0227838,0.00790016,-0.0120865,-0.643248,0.166047,-0.738867,-0.112851,0.00161016,0.00369059,-0.00969664,1,-1.16433e-05,4.07072e-05,8.06065e-05,-4.97979,22.1697,3.37583,1.26086e-06,4.9118e-06,-7.27844e-06
-0.0152784,0.00159763,0.00194286,0.999946,-0.00750135,-0.00297015,0.00660339,-0.643248,0.16605,-0.738867,-0.11285,-0.0166752,0.00142472,0.00290527,1,-1.36374e-05,4.15955e-05,7.77373e-05,-4.99818,22.1674,3.38842,-1.70844e-05,2.67259e-06,5.23739e-06
0.00943151,-0.00623064,0.0103254,0.99996,0.000366862,-0.0016655,0.00874938,-0.643246,0.166052,-0.738867,-0.11286,0.0115896,-0.00686503,0.0109399,1,-2.27515e-05,4.17292e-05,8.2694e-05,-4.96998,22.1591,3.39675,1.09071e-05,-5.61315e-06,1.34207e-05
0.0024552,0.00313401,-0.0202348,0.999878,0.0115203,-0.00802969,0.00687178,-0.643251,0.166038,-0.738865,-0.112859,0.00169908,0.00396122,-0.0228133,1,-1.18656e-05,3.48043e-05,9.13867e-05,-4.97945,22.1699,3.36296,1.34311e-06,5.00535e-06,-2.00717e-05
-0.000218087,-0.00862943,-0.0190942,0.999717,-0.0229971,0.00495748,-0.00339888,-0.643249,0.166054,-0.738865,-0.112855,-0.000376576,-0.009671,-0.0187872,1,-1.9782e-05,3.8902e-05,7.73721e-05,-4.982,22.1563,3.36687,-9.70037e-07,-8.50394e-06,-1.64661e-05
-0.0129,0.00902885,0.00549296,0.999926,-0.00849165,-0.00732741,-0.00474338,-0.643256,0.166065,-0.738857,-0.112851,-0.0139362,0.0105759,0.00750146,1,-2.32568e-05,3.06924e-05,6.50807e-05,-4.99587,22.1763,3.39304,-1.46339e-05,1.14967e-05,9.45388e-06
0.00317513,-0.00365201,0.00314935,0.999875,0.0100257,-0.00959878,0.00761026,-0.643252,0.166062,-0.738859,-0.112858,0.00459054,-0.00482899,0.0027896,1,-2.71231e-05,3.28549e-05,7.21545e-05,-4.97727,22.1609,3.38854,3.77685e-06,-3.84334e-06,4.95423e-06
-0.00740183,-0.000938935,0.00312442,0.999955,0.00155547,-0.00517138,0.00774541,-0.643256,0.166056,-0.738857,-0.11286,-0.00839414,-0.000617138,0.00315233,1,-2.39643e-05,2.81675e-05,7.66608e-05,-4.99008,22.1651,3.38894,-9.11307e-06,2.27886e-07,5.45215e-06
-0.00931795,0.0167623,-0.0271219,0.999869,0.00929909,0.0125655,0.00430826,-0.643252,0.166055,-0.738861,-0.112862,-0.00939474,0.0182008,-0.0296273,1,-2.50335e-05,3.26559e-05,8.00422e-05,-4.99104,22.184,3.35623,-1.01457e-05,1.91805e-05,-2.7226e-05
-0.00267687,-0.00943003,0.0217035,0.999974,-0.00722536,0.000445043,-0.000513904,-0.643245,0.166073,-0.738864,-0.112855,-0.0021212,-0.0117163,0.0259511,1,-3.30237e-05,4.2923e-05,6.33607e-05,-4.98433,22.1542,3.41161,-3.11191e-06,-1.04286e-05,2.78519e-05
-0.00652204,-0.00317235,-0.00372171,0.999639,-0.0242788,0.0115308,-0.000137746,-0.643243,0.166069,-0.738863,-0.112873,-0.0068866,-0.00246546,-0.00617675,1,-4.35437e-05,4.08418e-05,7.76951e-05,-4.98897,22.1634,3.38,-8.19291e-06,-1.2402e-06,-3.8459e-06
-0.020724,-0.00479507,-0.0213689,0.999987,0.00313104,0.00102599,0.00380783,-0.643244,0.166072,-0.738862,-0.112873,-0.0218698,-0.00498799,-0.0226267,1,-4.61453e-05,3.98526e-05,7.57014e-05,-5.00404,22.1609,3.36358,-2.32542e-05,-3.79242e-06,-2.03556e-05
0.027215,0.00980912,0.00819308,0.999893,-0.00752011,-0.0125382,-0.000930978,-0.643248,0.166091,-0.738853,-0.112878,0.0312774,0.0110339,0.0107437,1,-6.11698e-05,3.22387e-05,6.27472e-05,-4.95145,22.1766,3.39707,2.94424e-05,1.2001e-05,1.26261e-05
-0.00443459,-0.0207303,0.00851198,0.999932,0.0086765,0.00773937,-0.000146968,-0.643244,0.166074,-0.738863,-0.112864,-0.00739004,-0.0233596,0.00832772,1,-4.04347e-05,4.13331e-05,6.86337e-05,-4.98962,22.1425,3.39426,-8.60309e-06,-2.21197e-05,1.03867e-05
0.0145053,0.00272328,0.0181896,0.999998,-0.0016734,3.48948e-05,0.000711669,-0.643253,0.166072,-0.738854,-0.112873,0.0163178,0.00488189,0.0190066,1,-4.5169e-05,2.83578e-05,7.35052e-05,-4.96585,22.1705,3.4052,1.49627e-05,5.73262e-06,2.12117e-05
0.0107391,-0.00299579,0.00939936,0.999784,-0.0188888,-0.00782879,-0.00374999,-0.643252,0.166064,-0.738856,-0.112878,0.0102776,-0.00364806,0.00860473,1,-4.33646e-05,2.80415e-05,8.25881e-05,-4.97165,22.162,3.39494,8.97668e-06,-2.80681e-06,1.10824e-05
-0.00643577,-0.0170635,0.0152077,0.999734,-0.0143262,0.0178864,0.00271209,-0.643248,0.16606,-0.73886,-0.112881,-0.00781903,-0.0181739,0.015755,1,-4.31577e-05,3.28927e-05,8.83793e-05,-4.98963,22.1476,3.40217,-9.11376e-06,-1.71871e-05,1.84064e-05
-0.0147951,-0.0121568,0.00184818,0.999768,0.0201562,-0.0037136,-0.00657503,-0.643256,0.166052,-0.738854,-0.112884,-0.0153731,-0.0116591,0.000697515,1,-3.97225e-05,2.13573e-05,9.45619e-05,-4.99694,22.154,3.38722,-1.65648e-05,-1.10184e-05,3.53437e-06
-0.0120293,-0.00138292,-0.0168362,0.999785,-0.0190851,0.00680988,-0.00433518,-0.643257,0.166063,-0.73885,-0.112895,-0.0117532,-0.000532427,-0.018288,1,-5.55944e-05,1.74973e-05,9.32432e-05,-4.99364,22.165,3.36858,-1.3421e-05,-7.5071e-09,-1.54907e-05
-0.0159039,-0.00513148,0.0126291,0.999699,0.00444393,0.0183747,0.0156194,-0.643251,0.16607,-0.738853,-0.112895,-0.0162482,-0.00551241,0.0151886,1,-6.03888e-05,2.42715e-05,8.90659e-05,-4.99835,22.1601,3.40204,-1.80599e-05,-4.78427e-06,1.78606e-05
-0.00663813,-0.00414533,0.00203828,0.999953,-0.00813897,-0.00427108,0.00299182,-0.643252,0.16607,-0.73885,-0.112911,-0.0058431,-0.00403234,0.000950047,1,-7.25233e-05,1.95566e-05,9.86183e-05,-4.98795,22.1615,3.38828,-8.0188e-06,-3.44564e-06,3.9086e-06
-0.00936024,-0.00485258,-0.014433,0.999757,-0.0093144,0.0193584,-0.00500676,-0.643247,0.166076,-0.738852,-0.112914,-0.00965178,-0.00492075,-0.0157067,1,-7.93269e-05,2.47637e-05,9.71797e-05,-4.99194,22.1606,3.37172,-1.20316e-05,-4.17784e-06,-1.27913e-05
-0.000380483,0.00664853,0.00425444,0.999737,0.00363735,0.00694019,-0.021554,-0.643248,0.166091,-0.738849,-0.112906,0.000386853,0.00760653,0.00590689,1,-8.32561e-05,2.46947e-05,8.01203e-05,-4.98235,22.1731,3.39309,-2.11083e-06,8.34737e-06,8.3105e-06
0.0131915,0.00435224,0.0140384,0.999935,0.00520265,-0.00657403,-0.00767259,-0.643247,0.16609,-0.73885,-0.112905,0.0142519,0.00408313,0.0147122,1,-8.10058e-05,2.6378e-05,8.04162e-05,-4.96844,22.1696,3.40185,1.18217e-05,4.87447e-06,1.71247e-05
0.0122226,0.00541406,-0.00535501,0.999773,-0.00693041,0.00236809,0.0200129,-0.643244,0.166075,-0.738855,-0.11291,0.012055,0.00552453,-0.00701617,1,-7.57281e-05,2.95457e-05,9.62611e-05,-4.9702,22.1712,3.38029,9.78315e-06,6.41091e-06,-4.12833e-06
0.0120963,0.00413505,-0.0209003,0.999695,-0.0137852,0.0203845,0.00203564,-0.643237,0.166078,-0.738862,-0.112905,0.0120999,0.00401977,-0.0220505,1,-7.43111e-05,4.04498e-05,9.31117e-05,-4.97023,22.1699,3.36511,9.87054e-06,5.23326e-06,-1.92572e-05
0.00080854,0.0128802,0.0120527,0.999858,0.00876832,0.0138689,0.00383243,-0.643234,0.16608,-0.738866,-0.11289,-0.000126197,0.0136144,0.0148764,1,-6.41864e-05,4.8006e-05,8.23057e-05,-4.98253,22.1796,3.40157,-2.05179e-06,1.50546e-05,1.73456e-05
-0.00713635,-0.00609619,0.00084502,0.99983,-0.00567553,-0.0069322,0.0160824,-0.643228,0.166071,-0.738872,-0.1129,-0.00771701,-0.00772805,-0.000316563,1,-6.64166e-05,5.28787e-05,9.67271e-05,-4.98986,22.1584,3.38668,-9.70951e-06,-6.14169e-06,2.58525e-06
0.00153772,-0.000789014,-0.00898554,0.999832,0.0157157,-0.00117162,-0.00937073,-0.643233,0.166073,-0.738868,-0.112897,0.00230396,-0.00021455,-0.00970353,1,-6.46271e-05,4.81159e-05,9.29062e-05,-4.97987,22.1658,3.3772,3.65148e-07,1.22893e-06,-6.91635e-06
0.00346589,0.00704952,0.000237238,0.999707,-0.0111002,0.0155456,0.0148954,-0.643228,0.166075,-0.738872,-0.112898,0.00356222,0.00765114,0.00106024,1,-6.75956e-05,5.39629e-05,9.32159e-05,-4.97868,22.1738,3.38801,1.53435e-06,9.27003e-06,3.85672e-06
-0.011391,0.00669815,0.00850675,0.999839,0.0114932,0.00866081,0.0106995,-0.643223,0.166068,-0.738878,-0.112895,-0.0126294,0.00661964,0.00912376,1,-6.11665e-05,6.15249e-05,9.78879e-05,-4.99467,22.173,3.39598,-1.44644e-05,8.46539e-06,1.20604e-05
-0.0105215,0.0115436,-0.0127974,0.999941,0.00971484,-0.00125364,0.00479569,-0.643219,0.166066,-0.738881,-0.112902,-0.0103475,0.0119518,-0.0146126,1,-6.44169e-05,6.46952e-05,0.000104763,-4.99231,22.1784,3.37243,-1.228e-05,1.38926e-05,-1.14697e-05
0.00187045,-0.00955482,0.00869053,0.999887,0.0102835,0.000975319,0.0109469,-0.643214,0.16607,-0.738884,-0.112899,0.00288203,-0.0113357,0.0106203,1,-6.61789e-05,7.16845e-05,0.000100821,-4.97923,22.1552,3.3976,8.96665e-07,-9.18515e-06,1.3645e-05
-0.0222411,-0.00765129,0.00233071,0.99994,-0.00252136,-0.00662087,0.00839409,-0.64322,0.166062,-0.73888,-0.112906,-0.0243221,-0.00734644,0.00164459,1,-6.55248e-05,6.28126e-05,0.000109911,-5.00619,22.1591,3.38882,-2.62878e-05,-5.46207e-06,4.94191e-06
0.00319467,-0.000862745,0.0081873,0.99993,0.00339494,0.00199202,0.0111277,-0.64322,0.166066,-0.738878,-0.112919,0.00547288,-0.000325888,0.00872952,1,-7.77007e-05,5.94767e-05,0.000115064,-4.9765,22.166,3.3963,3.14186e-06,1.45841e-06,1.21814e-05
-0.000850805,0.00729976,0.0126654,0.999984,-0.00224834,0.00240355,-0.00463261,-0.643219,0.166062,-0.738879,-0.112919,-0.00137448,0.00793147,0.012992,1,-7.54972e-05,6.01974e-05,0.000118084,-4.98324,22.1743,3.40056,-3.6394e-06,9.73739e-06,1.65345e-05
0.000704351,-0.00722531,-0.00362299,0.999918,0.00686337,-0.00598821,-0.00905748,-0.643218,0.166059,-0.738881,-0.11292,0.000876425,-0.0084804,-0.00499852,1,-7.35896e-05,6.22737e-05,0.000121768,-4.98088,22.158,3.38259,-1.33126e-06,-6.61219e-06,-1.34548e-06
-0.00264187,-0.00176994,-0.0119964,0.999971,0.00231267,0.00529599,-0.00498528,-0.64322,0.166061,-0.738879,-0.112916,-0.00293338,-0.00121437,-0.0125761,1,-7.21848e-05,5.95789e-05,0.000117026,-4.98476,22.1651,3.3749,-5.09892e-06,5.72995e-07,-9.06529e-06
0.0138684,-0.00685211,-0.00532881,0.999765,-0.0179164,-0.0103236,-0.00656106,-0.643223,0.166073,-0.738873,-0.112917,0.0152599,-0.00731917,-0.0047289,1,-8.06821e-05,5.49087e-05,0.000107471,-4.96693,22.1589,3.38278,1.28395e-05,-5.67191e-06,-1.50476e-06
0.0112688,-0.0136714,-0.00602027,0.999864,-0.00953328,0.0127456,-0.00430482,-0.643224,0.166073,-0.738873,-0.11291,0.0109388,-0.0141979,-0.00612727,1,-7.58463e-05,5.57279e-05,0.000103147,-4.97125,22.152,3.38119,8.66344e-06,-1.25261e-05,-3.03287e-06
0.00898128,0.00389553,0.00104678,0.999836,0.00958596,-0.0149195,0.00368538,-0.643236,0.166067,-0.738865,-0.112904,0.00881955,0.00539374,0.00164095,1,-6.60533e-05,4.20787e-05,0.000101123,-4.97318,22.1714,3.38877,6.83795e-06,6.6561e-06,4.67463e-06
-0.0114517,-0.0185837,0.00504366,0.999777,-0.0121929,0.00208712,0.0171053,-0.643232,0.166061,-0.738869,-0.112908,-0.0131306,-0.0205696,0.00532561,1,-6.5823e-05,4.58603e-05,0.000108579,-4.99498,22.1455,3.39257,-1.51053e-05,-1.91938e-05,8.58299e-06
0.00544534,0.00202422,0.00987797,0.999752,-0.00834221,-0.0132221,-0.0158784,-0.643243,0.166069,-0.738857,-0.112917,0.00698347,0.003895,0.0102553,1,-7.63021e-05,2.93307e-05,0.000105382,-4.97508,22.1696,3.39775,4.69441e-06,4.77492e-06,1.34168e-05
-0.0160744,0.00803625,-0.00213102,0.999964,-0.0074295,0.0036065,0.00209449,-0.64324,0.166064,-0.73886,-0.112919,-0.0179842,0.00837946,-0.00315655,1,-7.52542e-05,3.28698e-05,0.000111843,-4.9999,22.1742,3.38443,-2.02419e-05,9.36556e-06,1.9875e-07
-0.00177776,0.00142295,-0.0192922,0.999922,-0.0105576,0.00113805,0.00653729,-0.643234,0.166073,-0.738862,-0.112929,-0.000436122,0.000847064,-0.0206288,1,-8.92758e-05,3.795e-05,0.000112564,-4.98262,22.1667,3.36725,-3.1144e-06,1.98556e-06,-1.72519e-05
-0.0180391,0.0062433,0.0105416,0.999884,0.0135794,0.00522167,0.00458484,-0.643234,0.166077,-0.738863,-0.112919,-0.0194975,0.00669036,0.013123,1,-8.42568e-05,4.04166e-05,0.000102829,-5.00181,22.1726,3.40069,-2.20252e-05,7.90286e-06,1.62079e-05
-0.00328997,-0.000529347,-0.0133382,0.999933,0.00450427,0.0101497,0.00326711,-0.643226,0.166077,-0.738868,-0.11293,-0.00194822,-0.00112704,-0.0155296,1,-9.33186e-05,4.80236e-05,0.000111335,-4.98427,22.1649,3.37237,-4.74778e-06,3.13667e-07,-1.21895e-05
-0.0259672,0.00331308,-0.00184963,0.999902,-0.00713781,0.0107885,-0.00532685,-0.643224,0.166088,-0.738868,-0.112925,-0.0279572,0.00368085,-0.000716859,1,-9.71118e-05,5.15325e-05,0.000100618,-5.0106,22.1697,3.38704,-3.08705e-05,5.22682e-06,2.30167e-06
-0.000817867,0.0257128,-0.00121354,0.99992,-0.00429237,0.0066416,0.0098268,-0.643217,0.166097,-0.73887,-0.112939,0.00142912,0.0275381,-0.00125461,1,-0.000114252,5.61143e-05,0.000103962,-4.98149,22.1936,3.38692,-1.99845e-06,2.92216e-05,1.86426e-06
-0.00848993,0.00341886,-0.00208755,0.999981,0.00297842,-0.00328532,0.00417576,-0.643207,0.166097,-0.738879,-0.112936,-0.00931183,0.00142199,-0.00215649,1,-0.000112267,7.0121e-05,0.000104835,-4.99222,22.1678,3.38593,-1.26798e-05,3.52562e-06,9.88549e-07
0.0169103,0.00949704,0.000290438,0.999983,-0.0056826,-0.00066686,0.000951149,-0.643206,0.166102,-0.738878,-0.112941,0.0190821,0.0101662,0.00049317,1,-0.000119582,7.06276e-05,0.000103962,-4.96399,22.1765,3.38872,1.54947e-05,1.2285e-05,3.61204e-06
0.00517683,0.00365039,0.0182207,0.999952,0.000917326,0.00031199,0.00972409,-0.643203,0.166093,-0.738884,-0.112934,0.00402558,0.00311117,0.0196893,1,-0.000108585,7.6365e-05,0.00010794,-4.97876,22.1696,3.40772,7.68019e-07,5.40212e-06,2.29276e-05
0.015643,0.00116398,0.00583575,0.99966,-0.00765605,0.0248588,0.0020182,-0.643193,0.166086,-0.738893,-0.11294,0.0166054,0.00100308,0.00468904,1,-0.000109255,8.76295e-05,0.000119611,-4.96597,22.1678,3.3929,1.33277e-05,3.63197e-06,8.27735e-06
-0.0234453,-0.001108,0.000556008,0.999535,-0.0195792,-0.0114799,0.0203832,-0.643195,0.166077,-0.738892,-0.112946,-0.0267625,-0.00128267,0.000213829,1,-0.000107528,8.37331e-05,0.000130014,-5.00907,22.1655,3.38861,-2.99883e-05,1.22932e-06,4.11426e-06
0.00144463,0.0103309,-0.00212726,0.999878,-0.0141685,0.00393228,-0.00526957,-0.643191,0.166091,-0.73889,-0.11296,0.00378005,0.011293,-0.00232105,1,-0.000127802,8.45037e-05,0.000128054,-4.97896,22.178,3.38648,-5.40188e-08,1.38281e-05,1.52056e-06
-0.00820091,0.00135531,-0.00874812,0.999913,0.00818797,0.00889761,0.005203,-0.643185,0.166089,-0.738897,-0.112955,-0.00919348,0.000532552,-0.00928054,1,-0.000122502,9.41669e-05,0.000128719,-4.99185,22.1674,3.37937,-1.28685e-05,3.35756e-06,-5.41898e-06
0.0130176,0.013161,-0.00687911,0.999951,0.00188427,0.00577013,-0.00775912,-0.643183,0.166098,-0.738897,-0.112953,0.0148571,0.0142073,-0.00668044,1,-0.000126835,9.66483e-05,0.000120529,-4.96807,22.1811,3.38189,1.10521e-05,1.71068e-05,-3.06458e-06
-0.0119434,0.00939495,-0.019219,0.999948,-0.00441178,-0.00224117,-0.00888234,-0.64318,0.1661,-0.738901,-0.112942,-0.0141631,0.008997,-0.0202578,1,-0.000120232,0.000103638,0.000113355,-4.99715,22.176,3.368,-1.77701e-05,1.21061e-05,-1.68571e-05
-0.00649969,0.0137277,-0.0135445,0.999992,0.00102981,0.00214411,0.00312314,-0.643176,0.166112,-0.738902,-0.11294,-0.00586555,0.0141201,-0.012989,1,-0.000127653,0.000109422,0.000103263,-4.98924,22.1812,3.37521,-9.69515e-06,1.74027e-05,-9.8911e-06
-0.000357607,-0.00853429,0.00358663,0.999977,0.00591245,0.00313816,-0.00105668,-0.64317,0.16612,-0.738907,-0.112934,9.8242e-05,-0.0104104,0.0049594,1,-0.000128584,0.00011843,9.56045e-05,-4.98349,22.1568,3.39298,-3.75928e-06,-6.85746e-06,7.82754e-06
0.00328207,-0.00490463,-0.00591083,0.999908,-0.00277937,0.00877139,0.00992636,-0.643171,0.166115,-0.738906,-0.112939,0.00354546,-0.00444896,-0.00681094,1,-0.000129551,0.000115978,0.000102142,-4.97991,22.1627,3.38137,-3.41057e-07,-9.69606e-07,-3.7467e-06
9.20547e-05,-0.0123564,0.0195762,0.999988,0.00347137,-0.00139873,0.00300861,-0.643174,0.166115,-0.738904,-0.112936,-0.000194051,-0.0130116,0.0217621,1,-0.000126196,0.000112925,9.94779e-05,-4.98363,22.1541,3.40984,-3.97992e-06,-9.62385e-06,2.47465e-05
0.0175424,0.00114224,-0.0110855,0.999935,-0.00854557,0.00194315,0.00725661,-0.643176,0.166105,-0.738902,-0.112949,0.0190116,0.0023145,-0.0138058,1,-0.000129546,0.000106402,0.000114317,-4.96414,22.1694,3.37466,1.51252e-05,5.50655e-06,-1.03763e-05
0.00882735,-0.00204491,0.010256,0.999943,0.0021416,0.00905629,0.00514059,-0.643175,0.166102,-0.738905,-0.112936,0.00798427,-0.00240586,0.0122489,1,-0.000118113,0.000111131,0.000108586,-4.97509,22.1648,3.40033,4.44087e-06,9.28082e-07,1.55065e-05
0.00712276,-0.0328423,0.0148724,0.999893,-0.00287428,-0.0109996,-0.00915701,-0.64318,0.166097,-0.738903,-0.112936,0.00705155,-0.0353638,0.0150904,1,-0.000114741,0.000105518,0.000111823,-4.97587,22.1317,3.40319,3.60932e-06,-3.21982e-05,1.84451e-05
0.0023031,-0.0208291,0.0265294,0.999875,-0.00674503,-0.00915304,0.0109504,-0.643196,0.166085,-0.73889,-0.112947,0.0019099,-0.0196263,0.0274777,1,-0.00011338,8.23146e-05,0.000124373,-4.98063,22.1471,3.4159,-1.49149e-06,-1.71569e-05,3.12089e-05
0.00338741,-0.000451944,-0.00347148,0.999962,-0.00232833,0.00503166,0.00670734,-0.6432,0.16607,-0.738887,-0.11296,0.00350974,0.00113587,-0.00603411,1,-0.000113174,7.3318e-05,0.000142165,-4.9786,22.1677,3.38277,1.14516e-07,3.33541e-06,-1.76915e-06
-0.00284927,0.00781425,0.000128369,0.999956,-0.00875983,0.00343941,-0.000214682,-0.643199,0.166074,-0.738887,-0.112959,-0.00337602,0.00836765,0.000638825,1,-0.000114553,7.52445e-05,0.000138677,-4.98559,22.175,3.3894,-6.8126e-06,1.0625e-05,4.79914e-06
0.00618736,-0.0080674,0.0217282,0.999615,-0.0179261,-0.0159748,-0.0139218,-0.643199,0.166083,-0.738885,-0.112962,0.00697924,-0.0094286,0.0234755,1,-0.000123282,7.37147e-05,0.000133621,-4.97551,22.1571,3.41234,3.28078e-06,-7.21716e-06,2.74841e-05
0.0143255,-0.00357575,0.0103834,0.999931,-0.00971676,0.00580027,0.00318246,-0.6432,0.166072,-0.738885,-0.112972,0.0149342,-0.0030912,0.00929984,1,-0.0001231,7.06805e-05,0.00014783,-4.96723,22.1635,3.39845,1.12412e-05,-9.70783e-07,1.37348e-05
-0.00319441,-0.00992088,-0.00981871,0.999796,0.00175167,0.0133057,-0.0150744,-0.643199,0.166067,-0.738888,-0.112964,-0.00469578,-0.0104866,-0.0114021,1,-0.000114085,7.40557e-05,0.000147137,-4.98671,22.1562,3.37752,-8.11834e-06,-8.26496e-06,-6.98802e-06
-0.00792483,0.00747564,-0.0106994,0.999965,0.00100797,0.000391084,0.00829881,-0.643203,0.16607,-0.738884,-0.112964,-0.00819255,0.00896406,-0.0106429,1,-0.000116261,6.83554e-05,0.000143942,-4.9903,22.1755,3.37829,-1.16804e-05,1.10147e-05,-6.32468e-06
